,IssueID,Runid,Edition,IssueDate,isTrain,Main.Suppl,No.Of.Books,Machine,Folder,Print.Order,Gross.Counter,Waste,Avg.Speed,TotalPages,ColorPages,BWPages,BroadSheets,Tabloids,Total.Run.time..Mnts.,Total.Downtime,Number.of.stoppages,W.b.s,Products,Production.Start,Production.End,BookID,Balloon.Folder,Change.Over.Time..Sec.,Change.Over.Type,numBookId,numFails,1/2 Flap,1/2 Flap with Glue,AD Stick,Bookmark,Center Butterfly Flap with Gluing,Center Horizontal Flap in Tabloid,Custom size flap,Fragrance in Newspaper,French Window,French Window with Gluing (Slitting),French Window with Perforation,Front page  Gate Fold with gluing,Full Page Jacket,Full Page with gluing,GLUED HALF FLAP,INTERLOCKING  XL FLAP,Plow Reverse Gate Fold,Power Jacket (GNP),Power Jacket (SNP),Power Jacket With Seamless Panorama,Power jacket with Centrespread,Power jacket with Centrespread Panorama,Reverse Flap,Seamless Panorama,Seamless Panorama  in Tabloid,Spine advt innovation,Super Panorama with Gluing,Super panorama,Times Bookmark,Vertical Perforation,Vertical flap,XXL Innovation,XXXL  Panorama,DOUBLE PANORAMA,GNP.Jacket,dow,startHour,endHour,Product.Type,pullout,integrated,Twin.Folder
832,207970,116927,MMIR_0MP_1_100716,10-07-2016,1,main,1,Colorman-B,Press 3,294600,297808,3208,77352,22,44,0,0,44,231,0,0,0,MUMBAI MIRROR ON SUNDAY,23:45,03:36,257228,0,16980,Fresh Start,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,3,>,0,0,0
833,207974,116931,TOIT_0MP_1_100716,10-07-2016,1,main,1,Colorman-A,Press 1,64970,65698,728,78837,26,26,0,26,0,50,0,0,0,THE TIMES OF INDIA - THANE CITY,02:56,03:46,257232,0,3600,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,>,0,0,0
834,208129,116955,MTMT_0MP_1_110716,11-07-2016,1,main,1,Colorman-B,Press 4,38810,39574,764,67841,12,12,0,12,0,35,0,0,0,MAHARASHTRA TIMES-MUMBAI (CITY),00:30,01:05,257422,0,2580,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,>,0,0,0
835,208136,116956,TOIV_0MP_1_110716,11-07-2016,1,main,1,Colorman-B,Press 4,71410,72448,1038,67920,20,20,0,20,0,64,0,0,0,TIMES OF INDIA NAVI MUMBAI,01:22,02:26,257430,0,4860,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,>,0,0,0
836,208140,116958,TOIT_0MP_1_110716,11-07-2016,1,main,1,Colorman-B,Press 4,61160,61870,710,68744,20,20,0,20,0,54,0,0,0,THE TIMES OF INDIA - THANE CITY,02:35,03:29,257434,0,3780,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,>,0,0,0
837,208142,116959,MMIR_0MP_1_110716,11-07-2016,1,main,1,Colorman-A,Press 1,48000,48512,512,70993,20,40,0,0,40,41,0,0,0,MUMBAI MIRROR,02:53,03:34,257436,0,3540,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,>,0,0,0
838,208143,116945,TOIN_0MP_1_110716,11-07-2016,1,main,2,Colorman-A,Press 1,19400,19998,598,47995,20,20,0,20,0,25,0,0,0,THE TIMES OF INDIA - NASHIK (MUMBAI)+NASHIK TIMES,22:57,23:22,257437,0,70560,Fresh Start,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,23,>,1,0,0
839,208145,116953,MTNK_0MP_1_110716,11-07-2016,1,main,2,Colorman-A,Press 1,38060,38510,450,67958,20,20,0,20,0,34,0,0,0,MAHARASHTRA TIMES-MUMBAI (NASHIK)+NASHIK TIMES - MARATHI,23:42,00:16,257440,0,3240,>to>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,>,1,0,0
840,208147,116954,TOIM_0MP_1_110716,11-07-2016,1,main,1,Colorman-A,Press 1,145410,145902,492,76790,20,20,0,20,0,114,0,0,0,THE TIMES OF INDIA-MUMBAI (CITY-2),00:41,02:35,257443,0,8340,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,>,0,0,0
841,208209,208167,MMIR_0MP_1_110716,11-07-2016,1,main,1,Colorman-B,Press 3,232740,234804,2064,62337,20,40,0,0,40,226,17,1,0,MUMBAI MIRROR,23:48,03:34,257513,0,25560,Fresh Start,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,3,>,0,0,0
842,208210,208132,MTMT_THP_1_110716,11-07-2016,1,main,2,Colorman-B,Press 4,103420,104410,990,68093,20,20,0,20,0,92,0,0,0,MAHARASHTRA TIMES-MUMBAI (CITY)+MAH. TIMES-MUMBAI (CITY-THANE BADLAPUR),22:44,00:16,257514,0,24300,Fresh Start,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,>,1,0,0
843,208289,116969,MTMT_THP_1_120716,12-07-2016,1,main,2,Colorman-B,Press 4,103650,104836,1186,62278,20,20,0,20,0,101,7,1,0,MAHARASHTRA TIMES-MUMBAI (CITY)+MAH. TIMES-MUMBAI (CITY-THANE BADLAPUR),22:49,00:30,257605,0,28920,Fresh Start,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,>,1,0,0
844,208291,116981,MTMT_0MP_1_120716,12-07-2016,1,main,1,Colorman-B,Press 4,38850,40264,1414,63574,12,12,0,12,0,38,1,1,0,MAHARASHTRA TIMES-MUMBAI (CITY),00:35,01:13,257608,0,2580,>to>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,>,0,0,0
845,208292,116984,TOIV_0MP_1_120716,12-07-2016,1,main,1,Colorman-B,Press 4,71550,72288,738,72288,24,24,0,24,0,60,0,0,0,TIMES OF INDIA NAVI MUMBAI,01:38,02:38,257609,0,5100,>to>,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,>,0,0,0
846,208305,116975,TOIN_0MP_1_120716,12-07-2016,1,main,2,Colorman-A,Press 1,19410,19878,468,54212,18,18,0,18,0,22,0,0,0,THE TIMES OF INDIA - NASHIK (MUMBAI)+NASHIK TIMES,23:05,23:27,257622,0,8220,Fresh Start,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,23,>,1,0,0
847,208306,116978,MTNK_0MP_1_120716,12-07-2016,1,main,2,Colorman-A,Press 1,38060,38334,274,71876,20,20,0,20,0,32,0,0,0,MAHARASHTRA TIMES-MUMBAI (NASHIK)+NASHIK TIMES - MARATHI,23:53,00:25,257624,0,3480,>to>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,>,1,0,0
848,208308,116982,TOIM_0MP_1_120716,12-07-2016,1,main,1,Colorman-A,Press 1,144520,144996,476,78376,24,24,0,24,0,111,0,0,0,THE TIMES OF INDIA-MUMBAI (CITY-2),01:03,02:54,257627,0,8940,Fresh Start,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,>,0,0,0
849,208321,116985,TOIT_0MP_1_120716,12-07-2016,1,main,1,Colorman-B,Press 4,61130,61474,344,75274,24,24,0,24,0,49,0,0,0,THE TIMES OF INDIA - THANE CITY,02:45,03:34,257641,0,3360,>to>,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,>,0,0,0
850,208328,116974,MMIR_0MP_1_120716,12-07-2016,1,main,1,Colorman-B,Press 3,277360,278736,1376,74329,20,40,0,0,40,225,0,0,0,MUMBAI MIRROR,23:59,03:44,257651,0,87000,Fresh Start,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,3,>,0,0,0
851,208450,117000,MTMT_THP_1_130716,13-07-2016,1,main,2,Colorman-B,Press 4,103540,104172,632,69448,20,20,0,20,0,90,0,0,0,MAHARASHTRA TIMES-MUMBAI (CITY)+MAH. TIMES-MUMBAI (CITY-THANE BADLAPUR),22:43,00:13,257794,0,20100,Fresh Start,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,>,1,0,0
852,208451,117006,MTMT_0MP_1_130716,13-07-2016,1,main,1,Colorman-B,Press 4,38880,39466,586,71756,12,12,0,12,0,33,0,0,0,MAHARASHTRA TIMES-MUMBAI (CITY),00:19,00:52,257796,0,2340,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,>,0,0,0
853,208452,117008,TOIV_0MP_1_130716,13-07-2016,1,main,1,Colorman-B,Press 4,72380,73198,818,73198,32,32,0,32,0,60,0,0,0,TIMES OF INDIA NAVI MUMBAI,01:22,02:22,257797,0,5400,>to>,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,>,0,0,0
854,208471,117004,MMIR_0MP_1_130716,13-07-2016,1,main,1,Colorman-B,Press 3,282200,283468,1268,76269,24,48,0,0,48,223,0,0,0,MUMBAI MIRROR,23:51,03:34,257820,0,24180,Fresh Start,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,3,>,0,0,0
855,208472,117009,TOIT_0MP_1_130716,13-07-2016,1,main,1,Colorman-B,Press 4,61460,62238,778,73221,32,32,0,32,0,51,0,0,0,THE TIMES OF INDIA - THANE CITY,02:33,03:24,257821,0,3720,>to>,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,>,0,0,0
856,208473,117003,TOIN_0MP_1_130716,13-07-2016,1,main,2,Colorman-A,Press 1,20010,20800,790,49920,20,20,0,20,0,25,0,0,0,THE TIMES OF INDIA - NASHIK (MUMBAI)+NASHIK TIMES,23:09,23:34,257822,0,74400,Fresh Start,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,23,>,1,0,0
857,208474,117005,MTNK_0MP_1_130716,13-07-2016,1,main,2,Colorman-A,Press 1,38060,38512,452,70021,20,20,0,20,0,33,0,0,0,MAHARASHTRA TIMES-MUMBAI (NASHIK)+NASHIK TIMES - MARATHI,23:54,00:27,257824,0,3180,>to>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,>,1,0,0
858,208475,117007,TOIM_0MP_1_130716,13-07-2016,1,main,1,Colorman-A,Press 1,146420,148344,1924,64497,32,32,0,32,0,138,0,0,0,THE TIMES OF INDIA-MUMBAI (CITY-2),00:55,03:13,257826,0,9960,>to>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,>,0,0,0
859,208655,117027,MTMT_THP_1_140716,14-07-2016,1,main,2,Colorman-B,Press 4,103380,104056,676,74325,22,22,0,22,0,84,0,0,0,MAHARASHTRA TIMES-MUMBAI (CITY)+MAH. TIMES-MUMBAI (CITY-THANE BADLAPUR),22:56,00:20,258033,0,75360,Fresh Start,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,>,1,0,0
860,208662,117031,MTMT_0MP_1_140716,14-07-2016,1,main,1,Colorman-B,Press 4,38720,39190,470,71254,14,14,0,14,0,33,0,0,0,MAHARASHTRA TIMES-MUMBAI (CITY),00:26,00:59,258045,0,2340,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,>,0,0,0
861,208663,117032,TOIV_0MP_1_140716,14-07-2016,1,main,1,Colorman-B,Press 4,71830,72680,850,71488,26,26,0,26,0,61,0,0,0,TIMES OF INDIA NAVI MUMBAI,01:31,02:32,258046,0,5580,Fresh Start,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,>,0,0,0
862,208684,117028,MMIR_0MP_1_140716,14-07-2016,1,main,1,Colorman-B,Press 3,279430,281120,1690,73335,20,40,0,0,40,230,0,0,0,MUMBAI MIRROR,23:33,03:23,258069,0,25500,Fresh Start,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,3,>,0,0,0
863,208690,117026,TOIN_0MP_1_140716,14-07-2016,1,main,2,Colorman-A,Press 1,19410,19872,462,49680,18,18,0,18,0,24,0,0,0,THE TIMES OF INDIA - NASHIK (MUMBAI)+NASHIK TIMES,22:56,23:20,258077,0,11580,Fresh Start,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,23,>,1,0,0
864,208693,117029,MTNK_0MP_1_140716,14-07-2016,1,main,2,Colorman-A,Press 1,38060,38486,426,65976,20,20,0,20,0,35,0,0,0,MAHARASHTRA TIMES-MUMBAI (NASHIK)+NASHIK TIMES - MARATHI,23:40,00:15,258081,0,3300,>to>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,>,1,0,0
865,208694,117030,TOIM_0MP_1_140716,14-07-2016,1,main,1,Colorman-A,Press 1,144850,146256,1406,65002,26,26,0,26,0,135,0,0,0,THE TIMES OF INDIA-MUMBAI (CITY-2),00:52,03:07,258083,0,10320,Fresh Start,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,>,0,0,0
866,208697,117033,TOIT_0MP_1_140716,14-07-2016,1,main,1,Colorman-B,Press 4,61270,62058,788,73009,26,26,0,26,0,51,0,0,0,THE TIMES OF INDIA - THANE CITY,02:48,03:39,258086,0,4020,>to>,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,>,0,0,0
867,208906,117064,0MMW_0MP_1_150716,15-07-2016,1,main,1,Colorman-B,Press 3,20380,20998,618,66309,24,48,0,0,48,19,0,0,0,MUMBAI MIRROR,01:33,01:52,258351,0,1740,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,>,0,0,0
868,208917,117066,TOIT_0MP_1_150716,15-07-2016,1,main,1,Colorman-B,Press 4,61200,63218,2018,55780,30,30,0,30,0,68,8,1,0,THE TIMES OF INDIA - THANE CITY,02:26,03:34,258363,0,5220,>to>,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,>,0,0,0
869,208918,117060,MTMT_0MP_1_150716,15-07-2016,1,main,1,Colorman-B,Press 4,142010,143542,1532,66250,16,16,0,16,0,130,0,0,0,MAHARASHTRA TIMES-MUMBAI (CITY),23:57,02:07,258364,0,9060,Fresh Start,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,2,>,0,0,0
870,208925,117059,TOIN_0MP_1_150716,15-07-2016,1,main,2,Colorman-A,Press 1,19410,19906,496,54289,20,20,0,20,0,22,0,0,0,THE TIMES OF INDIA - NASHIK (MUMBAI)+NASHIK TIMES,23:08,23:30,258373,0,73380,Fresh Start,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,23,>,1,0,0
871,208926,117062,MTNK_0MP_1_150716,15-07-2016,1,main,2,Colorman-A,Press 1,38060,38532,472,74578,20,20,0,20,0,31,0,0,0,MAHARASHTRA TIMES-MUMBAI (NASHIK)+NASHIK TIMES - MARATHI,23:51,00:22,258375,0,3120,>to>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,>,1,0,0
872,208929,117063,TOIM_0MP_1_150716,15-07-2016,1,main,1,Colorman-A,Press 1,145190,146016,826,81120,28,28,0,28,0,108,0,0,0,THE TIMES OF INDIA-MUMBAI (CITY-2),00:55,02:43,258379,0,8460,Fresh Start,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,>,0,0,0
873,208934,208909,0MMS_0MP_1_150716,15-07-2016,1,main,1,Colorman-B,Press 3,74960,76700,1740,57525,24,48,0,0,48,80,0,0,0,MUMBAI MIRROR,00:03,01:23,258384,0,6420,Fresh Start,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,>,0,0,0
874,208956,208923,0MMC_0MP_1_150716,15-07-2016,1,main,1,Colorman-B,Press 3,172040,172756,716,80979,24,48,0,0,48,128,0,0,0,MUMBAI MIRROR,01:57,04:05,258412,0,7980,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,>,0,0,0
875,208957,208928,0MMC_0MP_1_150716,15-07-2016,1,main,1,Colorman-B,Press 4,12000,12432,432,57378,24,48,0,0,48,13,0,0,0,MUMBAI MIRROR,03:52,04:05,258413,0,1860,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,>,0,0,0
876,208958,208932,TOIV_0MP_1_150716,15-07-2016,1,main,1,Colorman-A,Press 1,71910,72680,770,66072,28,28,0,28,0,66,9,1,1,TIMES OF INDIA NAVI MUMBAI,02:58,04:04,258414,0,4860,>to>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,>,0,0,0
877,209102,117093,MMIR_0MP_1_160716,16-07-2016,1,main,1,Colorman-B,Press 3,284270,284934,664,78422,22,44,0,0,44,218,0,0,0,MUMBAI MIRROR,23:50,03:28,258606,0,15900,Fresh Start,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,3,>,0,0,0
878,209106,117086,MTMT_0MP_1_160716,16-07-2016,1,main,1,Colorman-B,Press 4,87000,87488,488,64015,14,14,0,14,0,82,0,0,0,MAHARASHTRA TIMES-MUMBAI (CITY),22:59,00:21,258610,0,26220,Fresh Start,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,>,0,0,0
879,209107,117098,MTMT_0MP_1_160716,16-07-2016,1,main,1,Colorman-B,Press 4,58090,58574,484,71723,14,14,0,14,0,49,0,0,0,MAHARASHTRA TIMES-MUMBAI (CITY),02:13,03:02,258611,0,3900,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,>,0,0,0
880,209109,117096,TOIM_0MP_1_160716,16-07-2016,1,main,1,Colorman-B,Press 4,75000,76208,1208,71445,30,30,0,30,0,64,0,0,0,THE TIMES OF INDIA-MUMBAI (CITY-2),00:53,01:57,258613,0,5760,>to>,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,>,0,0,0
881,209112,117091,TOIN_0MP_1_160716,16-07-2016,1,main,3,Colorman-A,Press 1,20150,20598,448,58851,24,24,0,24,0,21,0,0,0,THE TIMES OF INDIA - NASHIK (MUMBAI)+NASHIK TIMES+PROPERTY PLUS - NASHIK,23:00,23:21,258616,0,7020,Fresh Start,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,23,>,1,0,0
882,209115,117094,MTNK_0MP_1_160716,16-07-2016,1,main,3,Colorman-A,Press 1,38060,38672,612,68244,24,24,0,24,0,34,0,0,0,MAHARASHTRA TIMES-MUMBAI (NASHIK)+NASHIK TIMES - MARATHI+TOI - ONE OFF FEATURES,23:42,00:16,258621,0,3300,>to>,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,>,1,0,0
883,209116,117097,TOIM_0MP_1_160716,16-07-2016,1,main,1,Colorman-A,Press 1,71800,72578,778,71388,30,30,0,30,0,61,0,0,0,THE TIMES OF INDIA-MUMBAI (CITY-2),00:56,01:57,258624,0,6060,>to>,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,>,0,0,0
884,209119,117099,TOIV_0MP_1_160716,16-07-2016,1,main,1,Colorman-A,Press 1,73030,74318,1288,71920,36,36,0,36,0,62,0,0,0,TIMES OF INDIA NAVI MUMBAI,02:24,03:26,258627,0,5340,>to>,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,>,0,0,0
885,209173,209129,TOIT_0MP_1_160716,16-07-2016,1,main,1,Colorman-B,Press 3,26000,26776,776,55398,32,32,0,32,0,29,5,1,0,THE TIMES OF INDIA - THANE CITY,03:56,04:25,258700,0,3420,Fresh Start,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,>,0,0,0
886,209174,209124,TOIT_0MP_1_160716,16-07-2016,1,main,1,Colorman-A,Press 1,36480,37088,608,71783,32,32,0,32,0,31,0,0,0,THE TIMES OF INDIA - THANE CITY,03:54,04:25,258701,0,3540,Fresh Start,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,>,0,0,0
887,209296,117130,MTMT_0MP_1_170716,17-07-2016,1,main,1,Colorman-B,Press 4,146160,146960,800,75364,16,16,0,16,0,117,0,0,0,MAHARASHTRA TIMES-MUMBAI (CITY),23:23,01:20,258857,0,8280,>to>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,>,0,0,0
888,209297,117134,TOIT_0MP_1_170716,17-07-2016,1,main,1,Colorman-B,Press 4,65180,66248,1068,68532,32,32,0,32,0,58,0,0,0,THE TIMES OF INDIA - THANE CITY,01:35,02:33,258858,0,4380,>to>,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,>,0,0,0
889,209302,117128,TOIN_0MP_1_170716,17-07-2016,1,main,2,Colorman-A,Press 1,22350,22934,584,62547,20,20,0,20,0,22,0,0,0,THE TIMES OF INDIA - NASHIK (MUMBAI)+NASHIK TIMES,22:29,22:51,258864,0,9420,Fresh Start,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,22,>,1,0,0
890,209303,117129,MTNK_0MP_1_170716,17-07-2016,1,main,3,Colorman-A,Press 1,38460,39204,744,69183,26,26,0,26,0,34,0,0,0,MAHARASHTRA TIMES-MUMBAI (NASHIK)+NASHIK TIMES - MARATHI+TOI - ONE OFF FEATURES -NASIK,23:12,23:46,258866,0,3300,>to>,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,23,>,1,0,0
891,209324,117131,MMIR_0MP_1_170716,17-07-2016,1,main,1,Colorman-B,Press 3,294670,295734,1064,78513,24,48,0,0,48,226,0,0,0,MUMBAI MIRROR ON SUNDAY,23:48,03:34,258892,0,16260,Fresh Start,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,3,>,0,0,0
892,209338,209328,TOIV_0MP_1_170716,17-07-2016,1,main,1,Colorman-B,Press 3,19000,21056,2056,60160,36,36,0,36,0,21,0,0,0,TIMES OF INDIA NAVI MUMBAI,03:49,04:10,258908,0,2160,>to>,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,>,0,0,0
893,209340,209327,TOIV_0MP_1_170716,17-07-2016,1,main,1,Colorman-A,Press 1,56920,58036,1116,65701,36,36,0,36,0,53,6,1,0,TIMES OF INDIA NAVI MUMBAI,03:17,04:10,258910,0,4320,>to>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,>,0,0,0
